Rk,Player,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,V18,OWS,DWS,WS,WS/48,V23,OBPM,DBPM,BPM,VORP,URL,Team,Season
3,Julian Hammond,25,78,2335,15,0.578,0,0.421,NA,NA,11.7,6.9,NA,NA,17.6,13.8,NA,4.3,2.2,6.6,0.135,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/DNR/1969.html,DNR,1968-1969
4,Wayne Hightower,29,67,2318,14.7,0.491,0.003,0.559,NA,NA,12.6,11.3,NA,NA,15.6,18.2,NA,1.6,2.6,4.2,0.086,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/DNR/1969.html,DNR,1968-1969
5,Byron Beck,24,71,2289,19.4,0.543,0.004,0.282,NA,NA,15.5,4.7,NA,NA,8.8,17,NA,4,2.4,6.4,0.134,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/DNR/1969.html,DNR,1968-1969
6,Walt Piatkowski,23,77,1819,14,0.461,0.086,0.158,NA,NA,9.1,3.7,NA,NA,8.9,23.1,NA,-0.2,1.4,1.2,0.031,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/DNR/1969.html,DNR,1968-1969
7,Billy McGill,29,78,1760,19.7,0.582,0,0.354,NA,NA,11.9,8.6,NA,NA,14.8,21.5,NA,5.3,1.7,7.1,0.193,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/DNR/1969.html,DNR,1968-1969
8,Jeff Congdon,25,59,979,7.1,0.458,0.112,0.307,NA,NA,4.3,17.3,NA,NA,23.6,15.7,NA,0,0.9,0.9,0.046,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/DNR/1969.html,DNR,1968-1969
9,Ken Wilburn,24,37,409,15.1,0.422,0,0.315,NA,NA,19.7,7.4,NA,NA,15.2,22.2,NA,-0.4,0.5,0.1,0.014,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/DNR/1969.html,DNR,1968-1969
10,Levern Tart,26,20,345,9.7,0.419,0.013,0.352,NA,NA,6.7,17.1,NA,NA,18.6,24.5,NA,-0.4,0.3,0,-0.006,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/DNR/1969.html,DNR,1968-1969
11,Willie Rogers,23,40,294,3.1,0.413,0.038,0.65,NA,NA,7.3,6.7,NA,NA,22.6,16.9,NA,-0.3,0.2,0,-0.005,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/DNR/1969.html,DNR,1968-1969
12,Grant Simmons,25,17,252,4,0.453,0.034,0.492,NA,NA,4.7,7.3,NA,NA,19.2,13.2,NA,0,0.2,0.1,0.027,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/DNR/1969.html,DNR,1968-1969
13,Larry Bunce,23,23,225,9.8,0.518,0,1.186,NA,NA,11.8,1.1,NA,NA,19,18.4,NA,0.3,0.2,0.4,0.094,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/DNR/1969.html,DNR,1968-1969
14,Bob Verga,23,6,150,3.2,0.375,0.039,0.364,NA,NA,6.4,9.8,NA,NA,21.9,28.5,NA,-0.4,0.1,-0.3,-0.091,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/DNR/1969.html,DNR,1968-1969
15,John Fairchild,25,11,135,6,0.449,0,0.706,NA,NA,6.1,8.2,NA,NA,25.2,16.5,NA,0,0.1,0.1,0.027,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/DNR/1969.html,DNR,1968-1969
16,Charley Parks,NA,2,5,-10.8,0,0,0,NA,NA,0,0,NA,NA,0,7.5,NA,0,0,0,-0.22,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/DNR/1969.html,DNR,1968-1969
1,Spencer Haywood,20,84,3808,28,0.546,0.006,0.353,NA,NA,18.8,7.6,NA,NA,9.9,24.9,NA,9.6,7.5,17.1,0.216,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/DNR/1970.html,DNR,1969-1970
2,Larry Jones,27,75,3027,21.1,0.53,0.115,0.508,NA,NA,5.7,19.7,NA,NA,11.8,24.5,NA,6.2,4.4,10.6,0.168,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/DNR/1970.html,DNR,1969-1970
3,Jeff Congdon,26,83,2461,10.8,0.472,0.23,0.248,NA,NA,4.2,22.7,NA,NA,19.3,16,NA,0.6,3.8,4.3,0.085,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/DNR/1970.html,DNR,1969-1970
4,Byron Beck,25,79,2454,16.8,0.554,0.002,0.207,NA,NA,13.7,6.2,NA,NA,13,15.9,NA,4.3,3.9,8.1,0.159,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/DNR/1970.html,DNR,1969-1970
5,Lonnie Wright,25,79,2237,10.6,0.467,0.203,0.184,NA,NA,4.2,9,NA,NA,8.6,18.7,NA,0,2.2,2.3,0.049,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/DNR/1970.html,DNR,1969-1970
6,Julian Hammond,26,69,1847,15.9,0.539,0.002,0.368,NA,NA,11.2,8,NA,NA,17.1,18.6,NA,3,2.7,5.7,0.147,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/DNR/1970.html,DNR,1969-1970
7,Julius Keye,23,77,1641,11.4,0.431,0.011,0.312,NA,NA,14.2,3.7,NA,NA,12.3,18.1,NA,-1.4,2.5,1.2,0.034,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/DNR/1970.html,DNR,1969-1970
8,Walt Piatkowski,24,74,1302,9.7,0.447,0.093,0.185,NA,NA,8.5,4.2,NA,NA,11.5,18.6,NA,-0.6,1.5,0.8,0.031,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/DNR/1970.html,DNR,1969-1970
9,Ben Warley,33,42,475,9.6,0.474,0.341,0.447,NA,NA,10.2,8,NA,NA,15,18.7,NA,0.1,0.7,0.8,0.077,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/DNR/1970.html,DNR,1969-1970
10,Greg Wittman,22,50,453,7.6,0.426,0.083,0.289,NA,NA,9.5,4.5,NA,NA,13.5,21.8,NA,-0.5,0.5,0,0.005,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/DNR/1970.html,DNR,1969-1970
11,Floyd Theard,25,25,406,2.3,0.383,0.009,0.248,NA,NA,5.5,13.2,NA,NA,26.4,15.6,NA,-0.5,0.5,0,-0.001,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/DNR/1970.html,DNR,1969-1970
12,Lonnie Lynn,26,12,140,12.9,0.468,0,0.261,NA,NA,15.7,3.7,NA,NA,12,15.4,NA,0,0.2,0.2,0.079,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/DNR/1970.html,DNR,1969-1970
13,Dwight Waller,24,7,87,7.9,0.448,0.042,0.792,NA,NA,19.2,5.7,NA,NA,33.1,20.6,NA,0,0.2,0.1,0.077,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/DNR/1970.html,DNR,1969-1970
14,Cliff Anderson,25,3,22,6.7,0.452,0,1.5,NA,NA,8,22,NA,NA,31.1,16.3,NA,0,0,0,0.082,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/DNR/1970.html,DNR,1969-1970
1,Julius Keye,24,83,3634,12.9,0.462,0,0.268,NA,NA,17.1,4.8,NA,NA,14,14.8,NA,-0.7,4.3,3.6,0.048,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/DNR/1971.html,DNR,1970-1971
2,Larry Cannon,23,80,3097,18.6,0.517,0.04,0.443,NA,NA,4.6,19.1,NA,NA,14.4,27.1,NA,4.5,2.7,7.2,0.112,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/DNR/1971.html,DNR,1970-1971
3,Byron Beck,26,84,2849,14.9,0.513,0.014,0.176,NA,NA,13.3,8.1,NA,NA,12.6,15.6,NA,2.2,3,5.3,0.088,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/DNR/1971.html,DNR,1970-1971
4,Julian Hammond,27,83,2082,17.9,0.572,0,0.45,NA,NA,10.8,6.4,NA,NA,15.3,19.8,NA,4.8,1.9,6.7,0.155,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/DNR/1971.html,DNR,1970-1971
5,Ralph Simpson,21,81,1820,14.4,0.467,0.054,0.257,NA,NA,5.4,13.4,NA,NA,13.1,27.3,NA,-0.3,1.4,1.1,0.029,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/DNR/1971.html,DNR,1970-1971
6,Don Sidle,24,54,1623,17.9,0.539,0.007,0.37,NA,NA,12.9,5.5,NA,NA,13.2,20,NA,2.6,1.6,4.2,0.124,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/DNR/1971.html,DNR,1970-1971
7,Wayne Chapman,25,47,1049,8.4,0.433,0.099,0.267,NA,NA,5.8,13.3,NA,NA,15.6,21.4,NA,-1,0.9,-0.2,-0.007,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/DNR/1971.html,DNR,1970-1971
8,Larry Brown,30,34,813,9.3,0.485,0.081,0.576,NA,NA,3.3,30.5,NA,NA,28,17.7,NA,0.3,1,1.3,0.074,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/DNR/1971.html,DNR,1970-1971
9,Art Becker,29,29,803,18.2,0.546,0.005,0.238,NA,NA,11.1,5.4,NA,NA,8.2,19.1,NA,1.4,0.7,2.1,0.128,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/DNR/1971.html,DNR,1970-1971
10,Lonnie Wright,26,41,769,4.9,0.365,0.171,0.235,NA,NA,5,9.7,NA,NA,10.6,18.4,NA,-1.9,0.6,-1.3,-0.083,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/DNR/1971.html,DNR,1970-1971
11,John Barnhill,32,24,684,10.5,0.477,0.282,0.286,NA,NA,3.4,14.2,NA,NA,12.2,16.7,NA,0.1,0.5,0.6,0.042,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/DNR/1971.html,DNR,1970-1971
12,Tom Workman,26,39,489,12.9,0.515,0.055,0.342,NA,NA,11.6,9.9,NA,NA,18.5,20.1,NA,0.5,0.5,1,0.097,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/DNR/1971.html,DNR,1970-1971
13,Dan Hester,22,35,462,15.5,0.447,0.053,0.246,NA,NA,18.4,8.4,NA,NA,12.2,19.8,NA,-0.3,0.6,0.3,0.033,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/DNR/1971.html,DNR,1970-1971
14,Steve Wilson,22,39,261,10.1,0.447,0.25,0.311,NA,NA,7.9,14.9,NA,NA,16.7,24.1,NA,-0.2,0.3,0.1,0.012,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/DNR/1971.html,DNR,1970-1971
1,Ralph Simpson,22,84,3006,20,0.511,0.011,0.284,5,7,6,14.2,NA,NA,10.6,31.4,NA,4,3.2,7.2,0.115,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/DNR/1972.html,DNR,1971-1972
2,Julius Keye,25,84,2557,9.5,0.445,0.004,0.366,10.8,24.2,17.3,7.2,NA,NA,20.1,10.1,NA,-1,4.6,3.6,0.068,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/DNR/1972.html,DNR,1971-1972
3,Dave Robisch,22,84,2420,19.7,0.493,0.004,0.368,10.4,19.9,15,11.8,NA,NA,7.9,22.2,NA,1.1,4.1,5.2,0.103,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/DNR/1972.html,DNR,1971-1972
4,Art Becker,30,84,2193,13.2,0.498,0.003,0.204,6.7,12.9,9.7,7.2,NA,NA,11.3,20,NA,1.1,2.7,3.7,0.082,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/DNR/1972.html,DNR,1971-1972
5,Larry Brown,31,76,2012,12.6,0.519,0.045,0.439,2.3,5.2,3.7,34.5,NA,NA,24.6,16.4,NA,1.8,3.2,5,0.118,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/DNR/1972.html,DNR,1971-1972
6,Byron Beck,27,66,1816,17.1,0.548,0.004,0.248,8.3,18.3,13.1,10.3,NA,NA,11.5,17.3,NA,2.9,2.8,5.7,0.15,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/DNR/1972.html,DNR,1971-1972
7,Al Smith,25,83,1764,11.3,0.501,0.159,0.313,4.2,7.4,5.8,18.9,NA,NA,17.5,19.8,NA,1,2.2,3.3,0.088,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/DNR/1972.html,DNR,1971-1972
8,Chuck Williams,25,84,1580,13.2,0.519,0.007,0.472,3.4,5.6,4.5,13.6,NA,NA,12.2,19,NA,1.6,1.6,3.2,0.098,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/DNR/1972.html,DNR,1971-1972
9,Frank Card,27,73,1443,10.3,0.492,0.002,0.347,8.6,12.2,10.3,7.2,NA,NA,16.8,17.8,NA,0.4,1.8,2.3,0.075,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/DNR/1972.html,DNR,1971-1972
10,Marv Roberts,22,68,1047,12.8,0.445,0.008,0.225,10.2,15.4,12.7,8.3,NA,NA,11.6,23.7,NA,-1.1,1.5,0.4,0.019,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/DNR/1972.html,DNR,1971-1972
11,Julian Hammond,28,25,411,13.4,0.503,0,0.357,10.3,15.2,12.6,9.4,NA,NA,15.6,17.5,NA,0.2,0.6,0.8,0.097,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/DNR/1972.html,DNR,1971-1972
12,Steve Wilson,23,9,36,-2,0.268,0.087,0.304,7.3,2.6,5,21.6,NA,NA,10.3,30.3,NA,-0.3,0,-0.3,-0.336,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/DNR/1972.html,DNR,1971-1972
13,Dwight Waller,26,2,10,13.1,0.5,0,0,8.8,37.2,22.6,14.1,NA,NA,20,18.7,NA,0,0,0,0.133,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/DNR/1972.html,DNR,1971-1972
14,Steve Mix,24,1,4,25.1,1,0,0,22,0,11.3,0,NA,NA,0,9.4,NA,0,0,0,0.396,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/DNR/1972.html,DNR,1971-1972
1,Julius Keye,26,83,3016,11,0.481,0.021,0.621,9.1,21.4,15.1,7.4,NA,4.4,21.9,7.8,NA,-0.1,5.3,5.3,0.084,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/DNR/1973.html,DNR,1972-1973
2,Warren Jabali,26,82,2738,20.8,0.565,0.144,0.612,4.7,11.3,7.9,28.3,3,NA,19.6,21.6,NA,5.8,4.9,10.7,0.187,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/DNR/1973.html,DNR,1972-1973
3,Dave Robisch,23,83,2647,19.2,0.568,0.001,0.405,9.4,19.6,14.4,9.7,NA,NA,10.1,19.3,NA,5.5,4.6,10.1,0.184,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/DNR/1973.html,DNR,1972-1973
4,Ralph Simpson,23,81,2589,19.6,0.494,0.014,0.333,5.4,9.4,7.3,14.9,2.3,NA,12.9,32.7,NA,0.8,3.4,4.2,0.078,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/DNR/1973.html,DNR,1972-1973
5,Al Smith,26,83,2343,10.6,0.498,0.117,0.459,2.9,6.5,4.7,28.2,NA,NA,22.1,19.4,NA,0.8,3.7,4.5,0.093,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/DNR/1973.html,DNR,1972-1973
6,Byron Beck,28,77,2303,16,0.565,0.008,0.225,8.8,15.2,11.9,7.1,NA,NA,11.5,18.3,NA,4.3,3.4,7.7,0.161,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/DNR/1973.html,DNR,1972-1973
7,Marv Roberts,23,77,1959,14.8,0.517,0.004,0.316,9.2,11.7,10.4,7.3,NA,NA,10.7,20.2,NA,1.6,2.7,4.3,0.105,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/DNR/1973.html,DNR,1972-1973
8,Willie Long,22,56,1050,11.7,0.47,0.004,0.386,9.4,19.1,14.1,6,NA,NA,15.1,23.1,NA,-0.5,1.7,1.2,0.056,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/DNR/1973.html,DNR,1972-1973
9,Claude Terry,23,68,667,9.2,0.483,0.084,0.4,6.8,4.7,5.8,13.7,NA,NA,17.1,23.3,NA,0,0.8,0.8,0.055,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/DNR/1973.html,DNR,1972-1973
10,David Bustion,23,47,355,7.8,0.497,0,0.444,11,18.3,14.6,8.5,NA,NA,25.4,23.1,NA,0.1,0.6,0.7,0.097,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/DNR/1973.html,DNR,1972-1973
11,John Trapp,27,24,342,6.9,0.447,0.016,0.25,7.9,13.8,10.8,8.4,NA,NA,15,18.8,NA,-0.3,0.5,0.2,0.025,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/DNR/1973.html,DNR,1972-1973
12,Frank Card,28,4,36,13.8,0.507,0,0.867,11.1,8.7,10,0,NA,NA,12.6,25.4,NA,0,0,0.1,0.087,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/DNR/1973.html,DNR,1972-1973
1,Julius Keye,27,79,2595,9.5,0.481,0.015,0.255,8.4,18.4,13.3,6.4,0.7,3.1,19.2,6.7,NA,1.4,3,4.3,0.08,NA,-1.3,1.9,0.5,1.7,https://www.basketball-reference.com/teams/DNR/1974.html,DNR,1973-1974
2,Dave Robisch,24,84,2469,18.5,0.538,0,0.433,8.5,20.5,14.4,8.9,0.8,1.4,8.3,19.3,NA,6.4,2.7,9.1,0.176,NA,2.3,0.2,2.6,2.9,https://www.basketball-reference.com/teams/DNR/1974.html,DNR,1973-1974
3,Al Smith,27,76,2435,12,0.469,0.092,0.311,2.2,7.8,5,34,1.9,0.2,23.6,18.4,NA,0,1.8,1.8,0.036,NA,-1.1,-0.8,-1.9,0.1,https://www.basketball-reference.com/teams/DNR/1974.html,DNR,1973-1974
4,Ralph Simpson,24,75,2244,15.4,0.463,0.017,0.198,4.9,9.8,7.3,14,2.1,0.3,11.4,29.4,NA,0.3,2,2.3,0.05,NA,-0.3,-0.5,-0.8,0.7,https://www.basketball-reference.com/teams/DNR/1974.html,DNR,1973-1974
5,Willie Long,23,82,2058,13.7,0.485,0.002,0.351,9.3,13.5,11.3,7,1.2,0.3,12.8,23,NA,1.8,1.7,3.5,0.082,NA,-0.9,-1.1,-2,0,https://www.basketball-reference.com/teams/DNR/1974.html,DNR,1973-1974
6,Byron Beck,29,82,1979,15.8,0.548,0.001,0.171,8.1,13.2,10.5,5.8,1.1,0.2,8.6,18.9,NA,4.3,1.5,5.9,0.142,NA,0.9,-0.4,0.4,1.2,https://www.basketball-reference.com/teams/DNR/1974.html,DNR,1973-1974
7,Warren Jabali,27,49,1711,15.8,0.501,0.187,0.417,4.7,9.9,7.2,28.8,2.6,0.3,20.1,21.9,NA,1.4,1.8,3.2,0.089,NA,1,0.4,1.4,1.5,https://www.basketball-reference.com/teams/DNR/1974.html,DNR,1973-1974
8,Mike Green,22,79,1648,19.8,0.503,0.003,0.283,13.3,22.5,17.7,5.9,1.3,4.1,12.5,24,NA,2.2,2.6,4.7,0.138,NA,1.1,0.4,1.5,1.5,https://www.basketball-reference.com/teams/DNR/1974.html,DNR,1973-1974
9,Steve Jones,31,42,1157,11.5,0.494,0.067,0.204,2.7,9.5,6,16.5,0.5,0.3,15.8,23,NA,0.2,0.6,0.8,0.033,NA,-1.5,-1.4,-2.9,-0.3,https://www.basketball-reference.com/teams/DNR/1974.html,DNR,1973-1974
10,Pat McFarland,22,67,757,14.3,0.473,0.067,0.145,7.7,10.1,8.9,12.7,1.4,0.4,9.7,21.5,NA,0.7,0.6,1.3,0.082,NA,0.5,-0.4,0.1,0.4,https://www.basketball-reference.com/teams/DNR/1974.html,DNR,1973-1974
11,Marv Roberts,24,35,645,11.6,0.494,0.004,0.262,8.7,11.7,10.2,9.6,0.9,0.2,15.4,18.7,NA,0.4,0.4,0.8,0.062,NA,-1.1,-1,-2.1,0,https://www.basketball-reference.com/teams/DNR/1974.html,DNR,1973-1974
12,Claude Terry,24,60,587,13.7,0.526,0.137,0.271,4.3,7.9,6.1,18.2,1,0.3,16.6,22.5,NA,0.7,0.3,1,0.078,NA,0.3,-1,-0.7,0.2,https://www.basketball-reference.com/teams/DNR/1974.html,DNR,1973-1974
1,George Thompson,25,80,2925,17.7,0.548,0.058,0.552,3.1,5.8,4.4,19.9,NA,NA,13.4,24.1,NA,5.6,0.9,6.5,0.107,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/MMT/1973.html,MMT,1972-1973
2,Johnny Neumann,21,79,2787,15.2,0.527,0.04,0.33,5,5.8,5.4,25,NA,NA,19,25.2,NA,3.5,1,4.6,0.078,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/MMT/1973.html,MMT,1972-1973
3,Wil Jones,25,76,2316,12.5,0.516,0.01,0.274,10,15.4,12.6,6.8,NA,NA,13.8,15.7,NA,1.4,0.9,2.3,0.047,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/MMT/1973.html,MMT,1972-1973
4,Randy Denton,23,66,2205,19.2,0.519,0.008,0.242,11.8,24.5,18,6.6,NA,NA,10.3,21.2,NA,2,1.1,3.1,0.067,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/MMT/1973.html,MMT,1972-1973
5,Lee Davis,27,78,2111,17.1,0.538,0.003,0.24,10,18.1,14,5.7,NA,NA,9.1,19.4,NA,2.8,0.9,3.7,0.084,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/MMT/1973.html,MMT,1972-1973
6,Warren Davis,29,73,1895,13.5,0.562,0,0.456,7.6,19,13.2,10.1,NA,NA,17.7,14.8,NA,2.6,0.8,3.4,0.086,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/MMT/1973.html,MMT,1972-1973
7,Les Hunter,30,63,1333,13.4,0.54,0.07,0.285,6.7,15.5,11,10,NA,NA,15.1,18.2,NA,1.6,0.5,2.1,0.077,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/MMT/1973.html,MMT,1972-1973
8,Luther Rackley,26,57,893,15.8,0.527,0.003,0.349,9.5,21.9,15.6,5.7,NA,NA,11.2,19.4,NA,0.9,0.4,1.3,0.07,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/MMT/1973.html,MMT,1972-1973
9,George Lehmann,30,28,753,10.6,0.508,0.279,0.308,0.9,3.6,2.2,26,NA,NA,19.3,17.3,NA,0.4,0.3,0.7,0.042,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/MMT/1973.html,MMT,1972-1973
10,Mike Davis,26,38,553,9.7,0.488,0.104,0.392,3.6,3.6,3.6,11.7,NA,NA,12.2,20.7,NA,0,0.1,0.2,0.016,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/MMT/1973.html,MMT,1972-1973
11,Merv Jackson,26,22,420,6,0.422,0.107,0.34,2,6.9,4.4,24.1,NA,NA,22.8,14.1,NA,-0.4,0.2,-0.2,-0.027,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/MMT/1973.html,MMT,1972-1973
12,Ron Franz,27,23,403,12.6,0.525,0.008,0.512,7.5,13.5,10.5,8.7,NA,NA,15.5,18,NA,0.4,0.1,0.5,0.06,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/MMT/1973.html,MMT,1972-1973
13,Isaiah Wilson,24,30,386,13.9,0.508,0.05,0.403,4.4,5.4,4.9,26.1,NA,NA,18,22.9,NA,0.3,0.1,0.4,0.05,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/MMT/1973.html,MMT,1972-1973
14,Dave Lattin,29,16,296,9.2,0.525,0.01,0.433,6.7,14.1,10.3,3.2,NA,NA,20.5,20.4,NA,0.3,0.1,0.4,0.059,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/MMT/1973.html,MMT,1972-1973
15,Wendell Ladner,24,15,273,6.6,0.331,0.117,0.117,12.8,21.5,17,17,NA,NA,16.2,22.8,NA,-1.2,0.2,-1,-0.178,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/MMT/1973.html,MMT,1972-1973
16,Charlie Williams,29,10,219,5.2,0.416,0.187,0.347,0.9,4.5,2.7,24.7,NA,NA,21.7,19.5,NA,-0.3,0.1,-0.2,-0.054,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/MMT/1973.html,MMT,1972-1973
17,Darel Carrier,32,16,190,7.7,0.525,0.2,0.433,1,6.3,3.6,6.8,NA,NA,17.4,17.6,NA,0.2,0,0.2,0.051,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/MMT/1973.html,MMT,1972-1973
18,Loyd King,23,10,102,1.6,0.292,0.103,0.276,1.9,9.7,5.7,16.5,NA,NA,11,13.8,NA,-0.3,0,-0.3,-0.148,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/MMT/1973.html,MMT,1972-1973
19,Bill Chamberlain,23,7,99,2.5,0.35,0.147,0.118,4.8,6,5.4,9.1,NA,NA,10.1,15.5,NA,-0.3,0,-0.2,-0.119,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/MMT/1973.html,MMT,1972-1973
20,Bob Ford,23,9,74,2.8,0.365,0,0.294,2.6,13.4,7.9,6.6,NA,NA,17.2,12.1,NA,-0.1,0,-0.1,-0.07,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/MMT/1973.html,MMT,1972-1973
21,Sam Cash,22,7,52,3.2,0.392,0,0.944,20,15.3,17.7,0,4.4,3.1,38.6,30.9,NA,-0.1,0,-0.1,-0.103,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/MMT/1973.html,MMT,1972-1973
1,Wil Jones,26,81,2842,14.1,0.49,0.026,0.221,7.4,16.9,12.1,10.4,1.8,1.6,14.4,18.4,NA,2,2,4,0.067,NA,-0.6,0.1,-0.5,1.1,https://www.basketball-reference.com/teams/MMT/1974.html,MMT,1973-1974
2,George Thompson,26,78,2732,18.9,0.55,0.048,0.458,3.5,6.9,5.2,22.2,2.1,0.5,13.4,23.5,NA,6.9,0.7,7.7,0.135,NA,2.2,-0.4,1.8,2.7,https://www.basketball-reference.com/teams/MMT/1974.html,MMT,1973-1974
3,Randy Denton,24,79,2218,18.5,0.531,0.003,0.218,11.9,24.6,18.2,10.6,1.2,0.9,14.2,21.3,NA,3.7,1.8,5.5,0.119,NA,1.3,-1,0.4,1.3,https://www.basketball-reference.com/teams/MMT/1974.html,MMT,1973-1974
4,Charles Edge,23,78,1948,16.8,0.531,0.002,0.292,13.2,21,17.1,5.2,1.6,2,15.6,17.5,NA,2.4,1.7,4.1,0.101,NA,0.8,-0.9,-0.1,1,https://www.basketball-reference.com/teams/MMT/1974.html,MMT,1973-1974
5,Lee Davis,28,79,1632,13.2,0.48,0.007,0.258,8.8,17.9,13.3,12.4,0.8,1.4,13.7,19.1,NA,1.3,0.8,2.1,0.061,NA,-1.4,-0.6,-2,0,https://www.basketball-reference.com/teams/MMT/1974.html,MMT,1973-1974
6,Glen Combs,27,39,1369,13,0.519,0.176,0.295,2.1,4.8,3.5,24.1,1.3,0.1,16.8,18.2,NA,1.7,-0.1,1.6,0.057,NA,-0.1,-1.9,-2,0,https://www.basketball-reference.com/teams/MMT/1974.html,MMT,1973-1974
