Rk,Player,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,V18,OWS,DWS,WS,WS/48,V23,OBPM,DBPM,BPM,VORP,URL,Team,Season
10,Billy Evans,22,53,602,4.1,0.433,0.023,0.805,NA,NA,3.1,20.3,NA,NA,28.5,10.3,NA,-0.1,0.5,0.4,0.032,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/NYA/1970.html,NYA,1969-1970
11,Steve Chubin,25,11,232,10.8,0.436,0.051,0.356,NA,NA,7.2,16,NA,NA,18,27,NA,-0.2,0.2,0,0,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/NYA/1970.html,NYA,1969-1970
12,John Smith,25,16,165,1.8,0.267,0.025,0.175,NA,NA,17.5,2.2,NA,NA,23.2,12.8,NA,-0.5,0.2,-0.3,-0.081,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/NYA/1970.html,NYA,1969-1970
13,Bob Arnzen,22,13,98,9,0.395,0.021,0.125,NA,NA,10.8,7.5,NA,NA,13.6,22.5,NA,-0.2,0.1,-0.1,-0.054,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/NYA/1970.html,NYA,1969-1970
14,Bob McIntyre,26,7,94,6.9,0.385,0.094,0.031,NA,NA,10.2,7.2,NA,NA,15.6,15.4,NA,-0.1,0.1,-0.1,-0.03,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/NYA/1970.html,NYA,1969-1970
15,Dennis Grey,22,4,74,3.7,0.307,0,0.5,NA,NA,16.2,0,NA,NA,9.3,16.4,NA,-0.3,0.1,-0.2,-0.117,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/NYA/1970.html,NYA,1969-1970
16,Barry Kramer,27,7,56,2.9,0.391,0.032,0.258,NA,NA,11.1,7.7,NA,NA,24.2,30.6,NA,-0.1,0.1,-0.1,-0.077,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/NYA/1970.html,NYA,1969-1970
17,Jack Gillespie,22,2,27,0.8,0.17,0,0.4,NA,NA,12.4,0,NA,NA,0,8.2,NA,-0.1,0,-0.1,-0.129,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/NYA/1970.html,NYA,1969-1970
18,Bob Christian,23,1,4,-13.8,0.333,0,0,NA,NA,24,0,NA,NA,40,47,NA,0,0,0,-0.199,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/NYA/1970.html,NYA,1969-1970
1,Bill Melchionni,26,81,3284,13.9,0.506,0.018,0.297,NA,NA,3.5,28.1,NA,NA,17.6,19.8,NA,2.8,1.9,4.8,0.07,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/NYA/1971.html,NYA,1970-1971
2,Billy Paultz,22,83,2758,17.2,0.559,0.002,0.276,NA,NA,16.6,8.1,NA,NA,15.9,17.9,NA,5,2.1,7,0.122,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/NYA/1971.html,NYA,1970-1971
3,Rick Barry,26,59,2502,22.6,0.552,0.064,0.376,NA,NA,7.8,18.2,NA,NA,11.4,27,NA,6.6,1.4,8.1,0.155,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/NYA/1971.html,NYA,1970-1971
4,Sonny Dove,25,83,2280,13.9,0.499,0.014,0.271,NA,NA,14.5,5.6,NA,NA,16.6,22.5,NA,1.5,1.5,3,0.063,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/NYA/1971.html,NYA,1970-1971
5,Joe DePre,23,72,1707,9.2,0.561,0.008,0.352,NA,NA,5,10.8,NA,NA,19.6,15.6,NA,2.7,0.7,3.4,0.095,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/NYA/1971.html,NYA,1970-1971
6,Ollie Taylor,23,80,1617,12.6,0.562,0.024,0.558,NA,NA,9.3,12.2,NA,NA,20.8,18.3,NA,2.9,0.9,3.9,0.115,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/NYA/1971.html,NYA,1970-1971
7,Manny Leaks,25,40,1427,16.3,0.537,0.002,0.324,NA,NA,13.2,4.9,NA,NA,13.7,19.5,NA,2.1,0.9,3,0.099,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/NYA/1971.html,NYA,1970-1971
8,Jim Ard,22,73,1027,11.8,0.485,0.008,0.346,NA,NA,16,5.3,NA,NA,19.7,20.3,NA,0.3,0.7,1,0.046,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/NYA/1971.html,NYA,1970-1971
9,Levern Tart,28,27,985,11.5,0.479,0.02,0.294,NA,NA,5.3,10.5,NA,NA,14.5,23.1,NA,0.2,0.4,0.6,0.029,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/NYA/1971.html,NYA,1970-1971
10,Bill Bunting,23,39,687,8.3,0.524,0,0.457,NA,NA,10.1,6.2,NA,NA,21.9,12.9,NA,0.5,0.4,0.9,0.06,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/NYA/1971.html,NYA,1970-1971
11,Ed Johnson,26,26,592,14.2,0.503,0,0.505,NA,NA,18.3,6,NA,NA,19.9,21.4,NA,0.4,0.5,0.9,0.071,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/NYA/1971.html,NYA,1970-1971
12,Jeff Congdon,27,42,579,8.4,0.481,0.087,0.247,NA,NA,4.6,21.2,NA,NA,23.5,14.3,NA,0.1,0.3,0.4,0.037,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/NYA/1971.html,NYA,1970-1971
13,Jim Hayes,22,47,494,6,0.52,0,0.615,NA,NA,4.4,11.8,NA,NA,24.5,14.1,NA,0.4,0.2,0.6,0.057,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/NYA/1971.html,NYA,1970-1971
14,Luther Green,24,26,164,13.4,0.456,0.045,0.5,NA,NA,16.4,2.8,NA,NA,16.4,29.8,NA,-0.1,0.1,0,0.002,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/NYA/1971.html,NYA,1970-1971
15,Les Hunter,28,5,110,-0.9,0.376,0,0.205,NA,NA,9.3,2.4,NA,NA,28.6,20.6,NA,-0.2,0.1,-0.2,-0.074,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/NYA/1971.html,NYA,1970-1971
16,Billy DeAngelis,24,8,47,3.1,0.579,0,1,NA,NA,6.2,20.4,NA,NA,36.7,11,NA,0.1,0,0.1,0.084,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/NYA/1971.html,NYA,1970-1971
1,Rick Barry,27,80,3616,21.8,0.55,0.12,0.371,4.3,11.7,8.1,13.8,NA,NA,10.3,27.5,NA,9,2.1,11.1,0.147,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/NYA/1972.html,NYA,1971-1972
2,Bill Melchionni,27,80,3326,16.6,0.55,0.014,0.309,1.5,5.6,3.6,28.6,NA,NA,17,21.6,NA,6.3,2.1,8.4,0.121,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/NYA/1972.html,NYA,1971-1972
3,Billy Paultz,23,83,2824,15.3,0.522,0.003,0.293,9.3,25.8,17.8,6.2,NA,NA,15.7,18.8,NA,2.7,2.3,5,0.085,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/NYA/1972.html,NYA,1971-1972
4,John Roche,22,82,2593,10.9,0.531,0.041,0.362,1.7,4.6,3.2,13.3,NA,NA,15.9,17.8,NA,3,1.1,4.1,0.076,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/NYA/1972.html,NYA,1971-1972
5,Trooper Washington,27,80,2510,14.1,0.587,0,0.245,11.2,17.6,14.5,8.5,NA,NA,20,14.6,NA,4.5,1.8,6.3,0.121,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/NYA/1972.html,NYA,1971-1972
6,Ollie Taylor,24,82,1891,10.8,0.522,0.011,0.568,6.8,10.1,8.5,10.4,NA,NA,18.4,17.1,NA,1.7,1.1,2.8,0.07,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/NYA/1972.html,NYA,1971-1972
7,Gene Moore,26,68,1149,12.6,0.511,0.007,0.238,13,21.4,17.3,4.8,NA,NA,20.4,20.9,NA,0.8,0.9,1.7,0.072,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/NYA/1972.html,NYA,1971-1972
8,Jim Ard,23,71,1145,10.1,0.485,0.023,0.36,10.8,20.1,15.6,3.9,NA,NA,19.3,17.2,NA,0.1,0.8,1,0.04,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/NYA/1972.html,NYA,1971-1972
9,Joe DePre,24,46,562,2.8,0.432,0.03,0.269,2.8,5.5,4.2,10.5,NA,NA,22.7,20.2,NA,-0.6,0.2,-0.3,-0.028,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/NYA/1972.html,NYA,1971-1972
10,Johnny Baum,25,44,551,17.2,0.64,0,0.306,9.8,13.9,11.9,4.3,NA,NA,11.1,15.3,NA,1.7,0.3,2,0.177,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/NYA/1972.html,NYA,1971-1972
11,Manny Leaks,26,9,142,9.2,0.36,0,0.127,7.7,21.3,14.7,3.8,NA,NA,6.3,21.9,NA,-0.5,0.1,-0.4,-0.133,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/NYA/1972.html,NYA,1971-1972
12,Gary Zeller,24,12,82,-6,0.276,0.033,0.2,6.1,5.8,5.9,3,NA,NA,21.6,19.8,NA,-0.4,0,-0.3,-0.195,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/NYA/1972.html,NYA,1971-1972
13,Bob Greacen,24,4,20,0.7,0.5,0,0,5,4.7,4.9,5.9,NA,NA,50,7.8,NA,0,0,0,0.026,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/NYA/1972.html,NYA,1971-1972
14,Elnardo Webster,23,8,14,1.9,0.436,0,0.333,0,6.7,3.5,10.3,NA,NA,22.5,24.7,NA,0,0,0,-0.036,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/NYA/1972.html,NYA,1971-1972
15,Sonny Dove,26,2,9,3.3,0.475,0,0.6,11.1,0,5.4,16.3,NA,NA,24,36,NA,0,0,0,0.019,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/NYA/1972.html,NYA,1971-1972
16,Jarrett Durham,22,1,1,-52.7,NA,NA,NA,0,0,0,0,NA,NA,100,39,NA,0,0,0,0.008,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/NYA/1972.html,NYA,1971-1972
1,George Carter,29,83,2976,14.7,0.532,0.007,0.424,7.2,10.3,8.8,8.9,NA,NA,14.7,23.9,NA,4,0.3,4.2,0.068,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/NYA/1973.html,NYA,1972-1973
2,Billy Paultz,24,81,2800,21.7,0.56,0.002,0.394,10.5,25.9,18.4,10.4,NA,4.2,15,20.7,NA,5.2,0.4,5.6,0.095,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/NYA/1973.html,NYA,1972-1973
3,John Roche,23,77,2615,11.8,0.521,0.113,0.382,1.3,4.3,2.8,19.4,NA,NA,16.3,19.9,NA,2.3,0.2,2.5,0.045,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/NYA/1973.html,NYA,1972-1973
4,Jim Chones,23,82,2153,11.8,0.533,0.001,0.312,7,20.3,13.8,6.7,NA,NA,19.6,20.7,NA,2.4,0.2,2.6,0.058,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/NYA/1973.html,NYA,1972-1973
5,Brian Taylor,21,63,2038,13.6,0.555,0.033,0.295,4,6.1,5.1,13.3,NA,NA,13.7,20.2,NA,3.5,0.1,3.6,0.085,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/NYA/1973.html,NYA,1972-1973
6,Trooper Washington,28,76,2027,10.3,0.555,0,0.238,9,18.4,13.9,13.8,NA,NA,28,13.2,NA,1.9,0.2,2.2,0.051,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/NYA/1973.html,NYA,1972-1973
7,Bill Melchionni,28,61,1849,13.8,0.513,0.023,0.3,1.1,5.8,3.5,35.8,NA,NA,20.1,20.3,NA,1.3,0.2,1.5,0.039,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/NYA/1973.html,NYA,1972-1973
8,Bob Lackey,23,68,1185,7.2,0.475,0.014,0.47,5.3,8.3,6.9,16.1,NA,NA,21.9,18.9,NA,-0.2,0.1,-0.1,-0.005,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/NYA/1973.html,NYA,1972-1973
9,Johnny Baum,26,75,1071,14.8,0.548,0.005,0.326,7.4,11.6,9.5,4.6,NA,NA,13.2,22,NA,1.8,0.1,1.9,0.083,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/NYA/1973.html,NYA,1972-1973
10,Gary Gregor,27,40,595,11.7,0.522,0.005,0.191,7.1,18.2,12.8,7.7,NA,NA,15.6,18,NA,0.5,0.1,0.5,0.042,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/NYA/1973.html,NYA,1972-1973
11,Jim Ard,24,42,426,10.1,0.432,0.029,0.357,11.8,23.1,17.7,4.6,NA,NA,15.2,18.4,NA,-0.5,0.1,-0.4,-0.05,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/NYA/1973.html,NYA,1972-1973
12,George Bruns,26,13,236,9.9,0.552,0.061,0.409,0.4,2.9,1.7,21.5,NA,NA,20.4,17,NA,0.3,0,0.3,0.066,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/NYA/1973.html,NYA,1972-1973
13,Brian Mahoney,24,19,181,0.3,0.389,0.035,0.702,2.3,5.4,3.9,8.9,NA,NA,18.6,20.7,NA,-0.4,0,-0.4,-0.106,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/NYA/1973.html,NYA,1972-1973
14,Art Becker,31,8,46,17.8,0.632,0.063,0.313,2.3,10.7,6.6,3.4,NA,NA,5.2,17.1,NA,0.2,0,0.2,0.162,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/NYA/1973.html,NYA,1972-1973
15,Joe DePre,25,1,12,15.6,0.4,0,0,17.5,0,8.5,24.7,NA,NA,0,17.1,NA,0,0,0,-0.091,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/NYA/1973.html,NYA,1972-1973
1,Julius Erving,23,84,3398,25.7,0.562,0.024,0.332,7.8,18.1,13.1,18.7,2.6,3.3,14.3,27.2,NA,9.2,7.2,16.5,0.233,NA,5.6,2.9,8.5,9,https://www.basketball-reference.com/teams/NYA/1974.html,NYA,1973-1974
2,Larry Kenon,21,84,2908,14.6,0.486,0.001,0.174,13,19.5,16.3,5.2,1.2,0.4,15.4,21.6,NA,1.1,4.7,5.9,0.097,NA,-0.8,-1.4,-2.3,-0.2,https://www.basketball-reference.com/teams/NYA/1974.html,NYA,1973-1974
3,Billy Paultz,25,77,2596,18.2,0.531,0.001,0.293,8.2,21.3,14.9,8.6,1.1,3.1,12.9,20.3,NA,4,4.9,8.9,0.165,NA,1,1.1,2.1,2.7,https://www.basketball-reference.com/teams/NYA/1974.html,NYA,1973-1974
4,Brian Taylor,22,75,2505,12.7,0.506,0.038,0.188,3.7,4.7,4.2,16.9,2.8,0.5,16.6,15.3,NA,2,3.3,5.3,0.102,NA,-1,1.6,0.6,1.6,https://www.basketball-reference.com/teams/NYA/1974.html,NYA,1973-1974
5,John Williamson,22,77,2264,13.5,0.524,0.011,0.193,3,6.2,4.6,14.6,1.7,0.7,16.3,21.8,NA,1.6,2.6,4.2,0.089,NA,-1.3,0,-1.3,0.4,https://www.basketball-reference.com/teams/NYA/1974.html,NYA,1973-1974
6,Willie Sojourner,25,82,1316,12.3,0.512,0.007,0.153,8.4,16.6,12.6,5.2,0.8,3.7,16,15.7,NA,0.8,2.2,3,0.109,NA,-2.4,1.2,-1.3,0.2,https://www.basketball-reference.com/teams/NYA/1974.html,NYA,1973-1974
7,John Roche,24,50,1254,14.6,0.559,0.148,0.248,1.3,3.3,2.3,21.5,1.5,0.3,17.2,19,NA,2,1.1,3.2,0.121,NA,0.7,-0.8,0,0.6,https://www.basketball-reference.com/teams/NYA/1974.html,NYA,1973-1974
8,Bill Melchionni,29,56,1146,9.9,0.482,0.083,0.257,1.1,5.4,3.3,21.3,2,0.2,21.9,13.3,NA,0.3,1.3,1.6,0.068,NA,-2.4,0.4,-1.9,0,https://www.basketball-reference.com/teams/NYA/1974.html,NYA,1973-1974
9,Mike Gale,23,32,904,13.4,0.456,0.023,0.135,5.6,10.9,8.3,16.6,3,2.1,15.8,14.4,NA,0.4,1.6,2.1,0.11,NA,-0.4,3.2,2.7,1.1,https://www.basketball-reference.com/teams/NYA/1974.html,NYA,1973-1974
10,Billy Schaeffer,22,59,871,11.8,0.523,0.026,0.157,5.7,10.2,8,5.6,1.3,0.6,12.6,18.7,NA,0.8,1.1,1.9,0.104,NA,-2.2,-0.2,-2.4,-0.1,https://www.basketball-reference.com/teams/NYA/1974.html,NYA,1973-1974
11,Wendell Ladner,25,30,637,9.1,0.395,0.21,0.048,6.2,18.5,12.5,12.6,3.3,0.3,19.4,19.4,NA,-1.1,1.3,0.3,0.021,NA,-4.2,1.7,-2.5,-0.1,https://www.basketball-reference.com/teams/NYA/1974.html,NYA,1973-1974
12,Gary Gregor,28,25,313,9.7,0.506,0.035,0.129,7.1,15.2,11.2,5.8,0.6,0.2,10,12.4,NA,0.4,0.4,0.8,0.116,NA,-2.3,-0.1,-2.4,0,https://www.basketball-reference.com/teams/NYA/1974.html,NYA,1973-1974
13,Ollie Taylor,26,8,76,9.7,0.458,0.042,0.625,6.6,11.5,9.1,15.8,1.8,0,22.7,20.2,NA,-0.1,0.1,0,0.028,NA,-3.4,0,-3.5,0,https://www.basketball-reference.com/teams/NYA/1974.html,NYA,1973-1974
14,Jim O'Brien,22,11,54,22,0.447,0.108,0.405,24.2,7.2,15.5,16.5,2.5,3,15.5,37,NA,0,0.1,0.1,0.076,NA,-2.1,-0.3,-2.4,0.1,https://www.basketball-reference.com/teams/NYA/1974.html,NYA,1973-1974
15,Rich Rinaldi,24,5,28,12.6,0.381,0.071,0.286,18,0,8.8,4.4,3.3,0,6,23.2,NA,0,0,0,0.08,NA,-3.7,-0.1,-3.9,0,https://www.basketball-reference.com/teams/NYA/1974.html,NYA,1973-1974
16,Bob Lackey,24,3,15,14.3,0.429,0,0,20.1,6.5,13.2,8.9,3,0,12.5,20.7,NA,0,0,0,0.094,NA,-4,0,-4,0,https://www.basketball-reference.com/teams/NYA/1974.html,NYA,1973-1974
1,Julius Erving,24,84,3402,26.2,0.565,0.048,0.337,8.6,18.4,13.6,19.9,2.5,2.6,12.7,27.9,NA,10.2,7.4,17.6,0.248,NA,6.2,2.3,8.5,9,https://www.basketball-reference.com/teams/NYA/1975.html,NYA,1974-1975
2,Larry Kenon,22,84,3165,17,0.541,0.002,0.213,9.1,19.5,14.4,5.2,1.6,0.5,12.4,20.9,NA,4.3,5.7,10,0.152,NA,0.6,-0.5,0.1,1.6,https://www.basketball-reference.com/teams/NYA/1975.html,NYA,1974-1975
3,Billy Paultz,26,80,2826,16.3,0.523,0.003,0.265,6.4,21,13.8,8.3,1,2.7,11,19.2,NA,3.6,5.4,9,0.152,NA,0.1,0.9,0.9,2.1,https://www.basketball-reference.com/teams/NYA/1975.html,NYA,1974-1975
4,Brian Taylor,23,79,2611,16,0.549,0.05,0.213,3.4,5.6,4.5,14,3.9,0.6,13.1,17.7,NA,3.6,4.7,8.3,0.153,NA,-0.2,2.9,2.6,3,https://www.basketball-reference.com/teams/NYA/1975.html,NYA,1974-1975
5,John Williamson,23,75,1872,12.6,0.52,0.017,0.191,2.8,5.2,4,14,1.5,0.7,15.1,21,NA,1,2.2,3.3,0.083,NA,-1.5,-0.4,-2,0,https://www.basketball-reference.com/teams/NYA/1975.html,NYA,1974-1975
6,Mike Gale,24,72,1624,12.7,0.503,0.047,0.185,6.2,8.5,7.4,12.5,2.5,1.6,17.3,15.8,NA,0.7,2.7,3.4,0.1,NA,-0.6,1.6,1.1,1.2,https://www.basketball-reference.com/teams/NYA/1975.html,NYA,1974-1975
7,Bill Melchionni,30,77,1384,13.9,0.528,0.065,0.189,0.9,4.5,2.7,28.7,2.3,0.3,19.2,16,NA,1.5,1.8,3.3,0.114,NA,0,0.1,0.1,0.7,https://www.basketball-reference.com/teams/NYA/1975.html,NYA,1974-1975
8,Willie Sojourner,26,79,1020,11.9,0.507,0.009,0.216,9.5,17.6,13.7,5.2,0.7,3.5,15.1,16.4,NA,0.5,1.8,2.4,0.111,NA,-3.3,0.7,-2.6,-0.2,https://www.basketball-reference.com/teams/NYA/1975.html,NYA,1974-1975
9,Ed Manning,31,70,992,8.1,0.461,0.008,0.173,6.2,15.3,10.8,6.9,1.9,0.5,17.9,12.8,NA,-0.2,1.7,1.5,0.071,NA,-3.8,1,-2.8,-0.2,https://www.basketball-reference.com/teams/NYA/1975.html,NYA,1974-1975
10,Al Skinner,22,51,773,14.7,0.542,0.011,0.353,5.6,10,7.9,20,1.7,0.9,18.1,19.4,NA,0.9,1.1,2.1,0.13,NA,-0.4,0.7,0.3,0.5,https://www.basketball-reference.com/teams/NYA/1975.html,NYA,1974-1975
11,Wendell Ladner,26,25,436,4.5,0.29,0.208,0.058,5,10.7,7.9,10.5,3.4,0.1,11.5,18.4,NA,-1.2,0.8,-0.4,-0.039,NA,-7.1,1,-6.1,-0.5,https://www.basketball-reference.com/teams/NYA/1975.html,NYA,1974-1975
12,Billy Schaeffer,23,27,280,12.6,0.489,0.053,0.191,5.5,7.8,6.7,9.7,1.5,0.4,11.3,22.9,NA,0.1,0.4,0.5,0.08,NA,-2.1,-0.7,-2.7,0,https://www.basketball-reference.com/teams/NYA/1975.html,NYA,1974-1975
1,Julius Erving,25,84,3244,28.7,0.569,0.055,0.353,9.7,17.7,13.6,20.8,2.9,2.7,12.4,29,NA,11.7,6,17.7,0.262,NA,8.1,2.5,10.6,10.3,https://www.basketball-reference.com/teams/NYA/1976.html,NYA,1975-1976
2,Rich Jones,29,83,2427,10,0.432,0.058,0.226,4,13,8.4,7.3,1.5,0.5,11.1,22.4,NA,-1.2,2.7,1.5,0.03,NA,-3.5,-1,-4.6,-1.6,https://www.basketball-reference.com/teams/NYA/1976.html,NYA,1975-1976
3,John Williamson,24,76,2255,13.1,0.491,0.036,0.201,2.9,5.2,4,12.1,1.5,0.8,12.8,24.3,NA,1,1.8,2.8,0.06,NA,-1.3,-1,-2.3,-0.2,https://www.basketball-reference.com/teams/NYA/1976.html,NYA,1975-1976
4,Kim Hughes,23,84,2162,15.6,0.528,0,0.357,14.8,19.6,17.1,3.3,2.1,3,13.5,13.3,NA,3,3.8,6.8,0.151,NA,-0.1,0.5,0.5,1.3,https://www.basketball-reference.com/teams/NYA/1976.html,NYA,1975-1976
5,Al Skinner,23,83,2082,14.3,0.535,0.011,0.343,4.3,9.9,7,17.7,2,1.3,17.3,17.9,NA,2.5,2.4,4.9,0.114,NA,-0.3,0.9,0.6,1.4,https://www.basketball-reference.com/teams/NYA/1976.html,NYA,1975-1976
6,Tim Bassett,24,84,1790,8.9,0.461,0.015,0.247,9.7,18.8,14.2,4.4,1.2,1.2,18.1,11.4,NA,0.1,2.5,2.6,0.069,NA,-2.9,0.1,-2.8,-0.4,https://www.basketball-reference.com/teams/NYA/1976.html,NYA,1975-1976
7,Brian Taylor,24,54,1733,17.2,0.555,0.105,0.286,3.8,5.2,4.5,16.4,3.3,0.7,15.8,21.3,NA,2.7,2.1,4.8,0.133,NA,1.3,1.3,2.6,2,https://www.basketball-reference.com/teams/NYA/1976.html,NYA,1975-1976
8,Bill Melchionni,31,67,1191,12.6,0.484,0.064,0.26,1,6.1,3.5,28.1,2,0.4,19.2,15.8,NA,0.7,1.1,1.8,0.074,NA,-0.5,-0.6,-1.1,0.3,https://www.basketball-reference.com/teams/NYA/1976.html,NYA,1975-1976
9,Swen Nater,26,43,1016,13.1,0.516,0.009,0.236,12.8,29,20.7,2.5,0.8,1.4,20.5,17.2,NA,0.2,1.8,1.9,0.092,NA,-2.3,-1.1,-3.5,-0.4,https://www.basketball-reference.com/teams/NYA/1976.html,NYA,1975-1976
10,Chuck Terry,25,66,970,7,0.425,0.085,0.118,4.4,9.9,7.1,4.8,1.7,0.3,7.5,11,NA,0.2,1,1.2,0.06,NA,-3.4,0.6,-2.8,-0.2,https://www.basketball-reference.com/teams/NYA/1976.html,NYA,1975-1976
11,Ted McClain,29,30,696,13.6,0.489,0.033,0.333,3.6,6.4,5,20.7,3.7,0.8,19.7,23.7,NA,-0.1,1,0.9,0.063,NA,-2.3,1.4,-0.9,0.2,https://www.basketball-reference.com/teams/NYA/1976.html,NYA,1975-1976
12,Jim Eakins,29,34,463,15.3,0.593,0,0.552,8.5,16.4,12.4,5.1,0.7,2.4,15.7,17.3,NA,1,0.6,1.5,0.159,NA,-0.6,0.1,-0.6,0.2,https://www.basketball-reference.com/teams/NYA/1976.html,NYA,1975-1976
13,George Bucci,22,33,237,13,0.451,0.032,0.331,5.9,9,7.5,8.9,2.3,0.7,13.4,26.4,NA,-0.1,0.3,0.1,0.029,NA,-2.4,-0.6,-3.1,-0.1,https://www.basketball-reference.com/teams/NYA/1976.html,NYA,1975-1976
14,Billy Schaeffer,24,20,119,15.9,0.445,0.117,0.117,7.9,9.8,8.8,11.5,2.3,0.9,8,28.2,NA,0.1,0.1,0.2,0.084,NA,-1.9,-0.3,-2.3,0,https://www.basketball-reference.com/teams/NYA/1976.html,NYA,1975-1976
1,James Silas,24,84,3096,14.6,0.55,0.001,0.413,2.9,9.2,6,15.5,1.5,0.2,15.5,19.7,NA,4.7,3.3,7.9,0.123,NA,0.1,0.3,0.3,1.8,https://www.basketball-reference.com/teams/SAA/1974.html,SAA,1973-1974
2,Rich Jones,27,78,2843,15,0.476,0.039,0.205,6.4,15.9,11.1,14.7,1.2,0.3,10.2,21.5,NA,3,3.6,6.6,0.112,NA,0.7,0.1,0.7,1.9,https://www.basketball-reference.com/teams/SAA/1974.html,SAA,1973-1974
3,Coby Dietrick,25,84,2142,13.1,0.471,0.005,0.2,10,17.1,13.5,16.8,2.1,1.4,19.6,15.4,NA,0.8,3.6,4.4,0.098,NA,-0.6,2.1,1.5,1.9,https://www.basketball-reference.com/teams/SAA/1974.html,SAA,1973-1974
4,Swen Nater,24,62,2001,20.8,0.581,0.001,0.26,13.3,32.8,22.9,8.9,0.7,1.5,16.5,19.9,NA,4,3.8,7.8,0.187,NA,2.9,0.1,3,2.5,https://www.basketball-reference.com/teams/SAA/1974.html,SAA,1973-1974
5,Bird Averitt,21,74,1639,10.4,0.421,0.055,0.246,2.9,5.2,4,13.2,1.9,0.2,11.9,30,NA,-2.2,1.7,-0.5,-0.016,NA,-3.4,-1.3,-4.7,-1.1,https://www.basketball-reference.com/teams/SAA/1974.html,SAA,1973-1974
6,Goo Kennedy,24,76,1440,14,0.574,0,0.247,9,20.3,14.6,8.4,2.1,0.6,16.8,14,NA,2,2.5,4.5,0.149,NA,-1,1.8,0.8,1,https://www.basketball-reference.com/teams/SAA/1974.html,SAA,1973-1974
7,Joe Hamilton,25,43,1415,11.9,0.448,0.147,0.188,2,6.9,4.5,17.4,1.8,0,11.5,21.6,NA,0.2,1.5,1.7,0.057,NA,-1.3,-0.2,-1.4,0.2,https://www.basketball-reference.com/teams/SAA/1974.html,SAA,1973-1974
8,George Karl,22,74,1339,14.8,0.52,0.044,0.225,3.3,7,5.1,18.5,2.5,0.5,14.3,20.6,NA,1.6,1.7,3.3,0.117,NA,-0.3,1.3,1,1,https://www.basketball-reference.com/teams/SAA/1974.html,SAA,1973-1974
